,tw_negative,tw_neutral,tw_positive,date
142,0.0071446425,0.09785053,0.8950048,2021-10-02
143,0.015883524,0.9151951,0.06892136,2021-10-02
144,0.5688513,0.38362446,0.04752423,2021-10-02
145,0.008579708,0.12615527,0.8652651,2021-10-02
146,0.04165272,0.90411514,0.054232165,2021-10-02
147,0.0036462639,0.11314242,0.8832114,2021-10-02
148,0.0373774,0.89925766,0.06336501,2021-10-02
149,0.30441362,0.55941105,0.13617541,2021-10-02
150,0.0033327725,0.23208906,0.76457816,2021-10-02
151,0.003523113,0.27446017,0.72201675,2021-10-02
152,0.0016284687,0.0111199245,0.98725164,2021-10-02
153,0.0029998187,0.43922973,0.5577705,2021-10-02
154,0.32266685,0.3767616,0.3005715,2021-10-02
155,0.2686069,0.56108326,0.17030987,2021-10-02
156,0.0013545256,0.054190844,0.9444546,2021-10-02
157,0.053418696,0.86970127,0.07688,2021-10-02
158,0.2552406,0.4631681,0.28159136,2021-10-02
159,0.037767697,0.54281116,0.41942117,2021-10-02
160,0.5944656,0.2752963,0.13023803,2021-10-02
161,0.33011633,0.518417,0.15146662,2021-10-02
162,0.3121347,0.56390387,0.12396141,2021-10-02
163,0.415888,0.4832731,0.10083893,2021-10-02
164,0.030101513,0.8253565,0.14454205,2021-10-02
165,0.0076661585,0.39432687,0.59800696,2021-10-02
166,0.015256629,0.2830622,0.70168114,2021-10-02
167,0.3544684,0.5426216,0.10290996,2021-10-02
168,0.10693191,0.39004537,0.50302273,2021-10-02
169,0.075091064,0.5012262,0.42368275,2021-10-02
170,0.005861721,0.43956164,0.55457664,2021-10-02
171,0.05952362,0.5423141,0.39816228,2021-10-02
172,0.048359837,0.6539653,0.29767483,2021-10-02
173,0.002467605,0.19907631,0.7984561,2021-10-02
174,0.0018000209,0.036586687,0.96161336,2021-10-02
175,0.0030537024,0.22850801,0.76843834,2021-10-02
176,0.008031273,0.2930241,0.6989447,2021-10-02
177,0.0012327513,0.07146537,0.9273018,2021-10-02
178,0.027586998,0.33931178,0.6331012,2021-10-02
179,0.018819205,0.7705867,0.21059403,2021-10-02
180,0.00091022276,0.033057448,0.96603227,2021-10-02
181,0.048864063,0.3557999,0.595336,2021-10-02
182,0.0009993229,0.010117041,0.9888837,2021-10-02
183,0.00088990264,0.011101211,0.98800886,2021-10-02
184,0.0008642653,0.007608274,0.9915275,2021-10-02
185,0.001344573,0.0083051855,0.9903502,2021-10-02
186,0.6899976,0.26546928,0.04453309,2021-10-02
187,0.013685807,0.6159697,0.37034443,2021-10-02
188,0.0020217057,0.11886891,0.87910944,2021-10-02
189,0.0024667333,0.11507895,0.88245434,2021-10-02
190,0.0025376533,0.15100406,0.84645826,2021-10-02
191,0.0073007005,0.46679085,0.5259084,2021-10-02
192,0.0011361963,0.014313729,0.9845501,2021-10-02
193,0.013209227,0.74265456,0.24413621,2021-10-02
194,0.023396617,0.8049455,0.1716578,2021-10-02
195,0.0013895858,0.0075022215,0.9911082,2021-10-02
196,0.0048399735,0.10102091,0.8941392,2021-10-02
197,0.60169834,0.36460742,0.03369423,2021-10-02
198,0.008418384,0.40022162,0.59136,2021-10-02
199,0.0017854234,0.02160495,0.97660965,2021-10-02
200,0.19458437,0.59079456,0.21462105,2021-10-02
201,0.030280564,0.7203744,0.249345,2021-10-02
202,0.0008449335,0.014106972,0.98504806,2021-10-02
203,0.0022298114,0.089681834,0.9080884,2021-10-02
204,0.0011464118,0.032037515,0.9668161,2021-10-02
205,0.0023812654,0.029382613,0.96823615,2021-10-02
206,0.0012923783,0.010728625,0.98797905,2021-10-02
207,0.0025098966,0.011183857,0.9863063,2021-10-02
208,0.0010213348,0.011606089,0.9873726,2021-10-02
209,0.0010479406,0.0114050135,0.9875471,2021-10-02
210,0.04376072,0.41889346,0.5373458,2021-10-03
211,0.26962438,0.6533904,0.07698518,2021-10-03
212,0.018912626,0.37881625,0.60227114,2021-10-03
213,0.0020251418,0.029561516,0.9684133,2021-10-03
214,0.011273488,0.13708672,0.8516398,2021-10-03
215,0.0037751566,0.22480167,0.77142316,2021-10-03
216,0.0038846289,0.20331776,0.7927977,2021-10-03
217,0.0054419874,0.20946842,0.78508955,2021-10-03
218,0.023895444,0.3159096,0.660195,2021-10-03
219,0.0027613263,0.20823275,0.7890059,2021-10-03
220,0.0029479612,0.10280132,0.8942507,2021-10-03
221,0.7768312,0.20531043,0.017858349,2021-10-03
222,0.026536193,0.18629324,0.7871706,2021-10-03
223,0.687455,0.24201038,0.070534594,2021-10-03
224,0.010629848,0.15782319,0.831547,2021-10-03
225,0.0013313935,0.010540067,0.9881286,2021-10-03
226,0.0067789224,0.42475042,0.56847066,2021-10-03
227,0.04273912,0.34367678,0.6135841,2021-10-03
228,0.06956275,0.580792,0.3496453,2021-10-03
229,0.786242,0.19314583,0.020612147,2021-10-03
230,0.0027752575,0.27029237,0.7269324,2021-10-03
231,0.3623978,0.54969776,0.087904446,2021-10-03
232,0.03447214,0.35980815,0.6057197,2021-10-03
233,0.077426784,0.44799656,0.4745766,2021-10-03
234,0.0016513151,0.005663281,0.99268544,2021-10-03
235,0.00218709,0.076368436,0.92144454,2021-10-03
236,0.8113403,0.17663465,0.012025003,2021-10-03
237,0.020447785,0.21298335,0.76656884,2021-10-03
238,0.1612491,0.63724005,0.20151088,2021-10-03
239,0.10965625,0.84064186,0.049701896,2021-10-03
240,0.28654665,0.40300333,0.31045002,2021-10-03
241,0.0069808923,0.2661433,0.7268758,2021-10-03
242,0.009928114,0.14786936,0.8422025,2021-10-03
243,0.028134497,0.37703755,0.59482795,2021-10-03
244,0.0028160964,0.01182745,0.9853564,2021-10-03
245,0.14998072,0.582487,0.26753238,2021-10-03
246,0.0010567344,0.014198017,0.9847453,2021-10-03
247,0.0026361367,0.276536,0.7208278,2021-10-03
248,0.52096653,0.4292615,0.049771987,2021-10-03
249,0.011759939,0.41821152,0.5700285,2021-10-03
250,0.026606778,0.7919987,0.18139455,2021-10-03
251,0.006299973,0.05089233,0.94280773,2021-10-03
252,0.0010371029,0.010480754,0.9884821,2021-10-03
253,0.0021321508,0.025243578,0.97262424,2021-10-03
254,0.48625666,0.3930387,0.12070461,2021-10-03
255,0.23363562,0.6844376,0.081926845,2021-10-03
256,0.7198214,0.22939742,0.05078111,2021-10-03
257,0.0067292126,0.073955074,0.91931576,2021-10-03
258,0.0011451212,0.024440268,0.97441465,2021-10-03
259,0.030064935,0.75716764,0.21276748,2021-10-03
260,0.011328917,0.20565704,0.78301406,2021-10-03
261,0.1691048,0.30711997,0.5237752,2021-10-03
262,0.0043695797,0.058008485,0.93762195,2021-10-03
263,0.42933244,0.40456483,0.16610274,2021-10-03
264,0.14140195,0.7459297,0.11266834,2021-10-03
265,0.022260038,0.8303797,0.14736024,2021-10-03
266,0.0025429616,0.107033394,0.89042366,2021-10-03
267,0.026113521,0.87621886,0.0976676,2021-10-03
268,0.0021337061,0.13509491,0.8627714,2021-10-03
269,0.23415934,0.6587985,0.10704209,2021-10-03
270,0.7134706,0.26583952,0.020689927,2021-10-03
271,0.89589024,0.09370674,0.010403063,2021-10-04
272,0.2869554,0.58621675,0.1268279,2021-10-04
273,0.00789727,0.47568125,0.5164215,2021-10-04
274,0.6473711,0.30006787,0.052561074,2021-10-04
275,0.03850127,0.17932135,0.7821773,2021-10-04
276,0.08756822,0.58582854,0.32660323,2021-10-04
277,0.046277516,0.87871236,0.07501016,2021-10-04
278,0.6852927,0.28223622,0.03247105,2021-10-04
279,0.0009925608,0.012865746,0.9861416,2021-10-04
280,0.010675265,0.6996268,0.2896979,2021-10-04
281,0.06941966,0.8788275,0.05175292,2021-10-04
282,0.6042271,0.33801076,0.057762124,2021-10-04
283,0.44170958,0.47011438,0.08817598,2021-10-04
284,0.0016914431,0.043445665,0.9548629,2021-10-04
285,0.34520847,0.5495847,0.10520685,2021-10-04
286,0.6752391,0.29549938,0.029261548,2021-10-04
287,0.0015588695,0.06642454,0.9320166,2021-10-04
288,0.5423047,0.43319413,0.024501186,2021-10-04
289,0.7056556,0.25007635,0.044267975,2021-10-04
290,0.20088965,0.5816807,0.2174296,2021-10-04
291,0.030949026,0.3092405,0.6598105,2021-10-04
292,0.029575236,0.64420813,0.32621664,2021-10-04
293,0.5746334,0.3918151,0.033551473,2021-10-04
294,0.6091322,0.33582073,0.055047117,2021-10-04
295,0.3972173,0.46632144,0.1364612,2021-10-04
296,0.29689038,0.45953882,0.24357082,2021-10-04
297,0.0059368615,0.6870316,0.30703148,2021-10-04
298,0.33425364,0.562092,0.1036544,2021-10-04
299,0.001837713,0.0509352,0.94722706,2021-10-04
300,0.0020402707,0.11322103,0.8847387,2021-10-04
301,0.04905329,0.6162938,0.33465284,2021-10-04
302,0.0014641688,0.011448281,0.9870876,2021-10-04
303,0.0025726466,0.21695744,0.78046995,2021-10-04
304,0.53063005,0.37625685,0.09311311,2021-10-04
305,0.015823076,0.9036923,0.08048465,2021-10-04
306,0.018109752,0.85797346,0.12391686,2021-10-04
307,0.030628338,0.5044407,0.46493095,2021-10-04
308,0.0039336397,0.423117,0.57294935,2021-10-04
309,0.35584423,0.5478468,0.09630905,2021-10-04
310,0.04667119,0.115148775,0.83818,2021-10-04
311,0.0049260994,0.49247494,0.50259894,2021-10-04
312,0.004960733,0.49433225,0.50070703,2021-10-04
313,0.007152633,0.2619755,0.73087186,2021-10-04
314,0.013834644,0.34720755,0.63895786,2021-10-04
315,0.0012488636,0.032577366,0.9661738,2021-10-04
316,0.06808541,0.8485666,0.08334788,2021-10-04
317,0.6956522,0.26414746,0.040200368,2021-10-04
318,0.08444043,0.8738468,0.041712698,2021-10-04
319,0.3870411,0.42419663,0.18876228,2021-10-04
320,0.015436046,0.7615752,0.22298875,2021-10-04
321,0.004368404,0.49439114,0.50124043,2021-10-04
322,0.18291649,0.43978927,0.37729427,2021-10-04
323,0.02083179,0.5253048,0.45386344,2021-10-04
324,0.071855545,0.40717146,0.52097297,2021-10-04
325,0.3195032,0.5791924,0.101304404,2021-10-04
326,0.0031630779,0.07598976,0.9208471,2021-10-04
327,0.9506289,0.0454017,0.0039694486,2021-10-04
328,0.4919565,0.3763401,0.13170348,2021-10-04
329,0.016749926,0.6079744,0.37527573,2021-10-04
330,0.044621788,0.89069825,0.0646799,2021-10-04
331,0.029862307,0.477796,0.4923418,2021-10-04
332,0.05157433,0.85992026,0.0885054,2021-10-04
333,0.0986985,0.840472,0.060829554,2021-10-04
334,0.07416853,0.86522186,0.060609616,2021-10-04
335,0.025648568,0.90233,0.07202146,2021-10-04
336,0.01313471,0.18139571,0.8054696,2021-10-04
337,0.06879578,0.86035585,0.07084836,2021-10-04
338,0.3137092,0.586517,0.09977389,2021-10-04
339,0.58327574,0.39302388,0.023700414,2021-10-04
340,0.008251027,0.26200774,0.7297412,2021-10-04
341,0.27791324,0.67918146,0.04290532,2021-10-04
342,0.5314416,0.42924637,0.039312076,2021-10-04
343,0.5134753,0.44261932,0.0439054,2021-10-04
344,0.60391426,0.36735338,0.028732406,2021-10-04
345,0.17505737,0.6631283,0.1618143,2021-10-04
346,0.012497963,0.7017211,0.28578097,2021-10-04
347,0.0012732826,0.020247232,0.97847944,2021-10-04
348,0.038128644,0.6277746,0.3340968,2021-10-04
349,0.0038547232,0.14751273,0.8486326,2021-10-04
350,0.011849267,0.71457136,0.2735794,2021-10-04
351,0.020852342,0.7897711,0.18937656,2021-10-04
352,0.014896038,0.49330598,0.49179804,2021-10-04
353,0.057457905,0.8675359,0.075006224,2021-10-04
354,0.26299247,0.5200016,0.21700592,2021-10-04
355,0.013517809,0.65800726,0.3284749,2021-10-04
356,0.0077758557,0.7448366,0.24738756,2021-10-04
357,0.6821268,0.25723192,0.06064124,2021-10-04
358,0.008609996,0.5564224,0.43496758,2021-10-04
359,0.021079943,0.7896141,0.18930598,2021-10-04
360,0.0011551311,0.029740794,0.9691041,2021-10-04
361,0.002774965,0.25190473,0.74532026,2021-10-04
362,0.03725563,0.32208228,0.64066213,2021-10-04
363,0.5772984,0.3384549,0.08424671,2021-10-04
364,0.0036531202,0.060934905,0.935412,2021-10-04
365,0.5417053,0.3808776,0.07741708,2021-10-04
366,0.0025271904,0.03102617,0.96644664,2021-10-04
367,0.016617972,0.47529528,0.50808674,2021-10-04
368,0.00235871,0.1600543,0.837587,2021-10-04
369,0.019512618,0.8006588,0.17982861,2021-10-04
370,0.34435967,0.42913204,0.22650833,2021-10-04
371,0.002839423,0.29675075,0.7004098,2021-10-04
372,0.06860269,0.87214047,0.05925684,2021-10-04
373,0.6096049,0.35696247,0.03343258,2021-10-04
374,0.7506825,0.21857093,0.030746609,2021-10-04
375,0.006178489,0.16394615,0.82987535,2021-10-04
376,0.03060499,0.9047775,0.06461744,2021-10-04
377,0.061039396,0.38474983,0.5542108,2021-10-04
378,0.03957919,0.7977672,0.1626536,2021-10-04
379,0.71368885,0.26233616,0.023975004,2021-10-04
380,0.00536563,0.3197745,0.6748599,2021-10-04
381,0.4562469,0.46935788,0.07439521,2021-10-04
382,0.5036632,0.47534907,0.020987771,2021-10-04
383,0.03595572,0.36110166,0.60294265,2021-10-04
384,0.28854162,0.5099733,0.20148502,2021-10-04
385,0.1447842,0.69190294,0.16331278,2021-10-04
386,0.079241574,0.8609653,0.059793103,2021-10-04
387,0.009379869,0.22133882,0.7692813,2021-10-04
388,0.12138751,0.80168307,0.076929465,2021-10-04
389,0.53121716,0.4136663,0.055116545,2021-10-04
390,0.76944774,0.20661266,0.023939589,2021-10-05
391,0.23575011,0.46873954,0.2955104,2021-10-05
392,0.0021206131,0.14991471,0.84796464,2021-10-05
393,0.0010984053,0.046629123,0.9522725,2021-10-05
394,0.09786597,0.80604434,0.09608968,2021-10-05
395,0.11976172,0.6562666,0.22397168,2021-10-05
396,0.16185282,0.71145177,0.12669542,2021-10-05
397,0.3483427,0.57252485,0.079132415,2021-10-05
398,0.0018490081,0.08226706,0.9158839,2021-10-05
399,0.07078075,0.5907716,0.3384477,2021-10-05
400,0.009408864,0.18144399,0.8091471,2021-10-05
401,0.22975121,0.6720673,0.09818153,2021-10-05
402,0.0019953074,0.09756854,0.90043616,2021-10-05
403,0.93941873,0.05413059,0.006450646,2021-10-05
404,0.5763651,0.38726273,0.036372166,2021-10-05
405,0.20754787,0.73107815,0.061373957,2021-10-05
406,0.0058406503,0.10811404,0.8860453,2021-10-05
407,0.19889599,0.5129482,0.28815582,2021-10-05
408,0.83437335,0.14833048,0.017296145,2021-10-05
409,0.0026738902,0.025930615,0.9713955,2021-10-05
410,0.13550943,0.6610176,0.20347299,2021-10-05
411,0.0070600254,0.29969814,0.69324183,2021-10-05
412,0.012270123,0.29735434,0.6903755,2021-10-05
413,0.24884771,0.6351524,0.11599988,2021-10-05
414,0.23853678,0.62384534,0.13761789,2021-10-05
415,0.0081719775,0.657835,0.33399305,2021-10-05
416,0.39353883,0.41633186,0.19012928,2021-10-05
417,0.0009632251,0.018293956,0.9807428,2021-10-05
418,0.002081746,0.08331592,0.91460234,2021-10-05
419,0.13129674,0.7468666,0.121836744,2021-10-05
420,0.0016153569,0.11388083,0.88450384,2021-10-05
421,0.019835304,0.3274585,0.65270627,2021-10-05
422,0.015092085,0.80052364,0.18438433,2021-10-05
423,0.6215122,0.3349289,0.04355891,2021-10-05
424,0.214089,0.6731012,0.11280985,2021-10-05
425,0.018292041,0.6504476,0.33126035,2021-10-05
426,0.0034473008,0.040574104,0.9559786,2021-10-05
427,0.0064621586,0.4418249,0.5517129,2021-10-05
428,0.003615652,0.09906587,0.8973185,2021-10-05
429,0.008130244,0.6927642,0.29910553,2021-10-05
430,0.0028919375,0.112568766,0.8845393,2021-10-05
431,0.46239612,0.4250581,0.11254585,2021-10-05
432,0.6954245,0.273526,0.031049533,2021-10-05
433,0.0036326412,0.3903414,0.606026,2021-10-05
434,0.0013538294,0.019582368,0.9790638,2021-10-05
435,0.723728,0.25327963,0.022992378,2021-10-05
436,0.66015834,0.31373915,0.026102522,2021-10-05
437,0.0020380593,0.13821043,0.85975146,2021-10-05
438,0.0019222681,0.1880503,0.8100275,2021-10-05
439,0.0012835695,0.08396076,0.9147557,2021-10-05
440,0.7937835,0.18608736,0.02012909,2021-10-05
441,0.016713733,0.82548803,0.15779819,2021-10-05
442,0.016305523,0.81849796,0.16519648,2021-10-05
443,0.82603323,0.16257398,0.011392764,2021-10-05
444,0.60914576,0.36441192,0.02644225,2021-10-05
445,0.4619275,0.45163313,0.0864394,2021-10-05
446,0.19255607,0.6706701,0.13677384,2021-10-05
447,0.01962705,0.55664974,0.4237232,2021-10-05
448,0.0024172477,0.3080114,0.6895713,2021-10-05
449,0.72148716,0.2677605,0.010752403,2021-10-05
450,0.026692482,0.8829268,0.09038074,2021-10-05
451,0.68652916,0.2960347,0.017436117,2021-10-05
452,0.020588318,0.33433515,0.6450765,2021-10-05
453,0.0052459715,0.1533087,0.8414453,2021-10-05
454,0.06039471,0.48096976,0.45863554,2021-10-05
455,0.012002229,0.56352174,0.42447603,2021-10-05
456,0.25118592,0.6209709,0.12784316,2021-10-05
457,0.42790043,0.5310449,0.041054707,2021-10-05
458,0.5396892,0.41583103,0.044479817,2021-10-05
459,0.16113837,0.67449963,0.16436201,2021-10-05
460,0.04905165,0.6381473,0.3128011,2021-10-05
461,0.67425644,0.27913895,0.04660459,2021-10-05
462,0.008476278,0.37083247,0.6206913,2021-10-05
463,0.17977656,0.7724238,0.047799673,2021-10-05
464,0.288802,0.6095248,0.10167326,2021-10-05
465,0.0011153731,0.014915182,0.98396945,2021-10-05
466,0.59201616,0.3821471,0.025836756,2021-10-05
467,0.044260565,0.822083,0.1336564,2021-10-05
468,0.0030981891,0.39095798,0.6059438,2021-10-05
469,0.31296763,0.62442523,0.062607124,2021-10-05
470,0.48502123,0.4710158,0.043962944,2021-10-05
471,0.0022641744,0.33619565,0.6615402,2021-10-05
472,0.10092014,0.8313489,0.06773099,2021-10-05
473,0.73603773,0.22533192,0.03863031,2021-10-05
474,0.0027250976,0.15783611,0.83943886,2021-10-05
475,0.03408015,0.19701405,0.7689058,2021-10-05
476,0.0017774743,0.2791776,0.7190449,2021-10-05
477,0.44158134,0.45870805,0.099710636,2021-10-05
478,0.07582091,0.4096883,0.5144908,2021-10-06
479,0.0035059296,0.46655127,0.5299428,2021-10-06
480,0.0011672638,0.019351723,0.979481,2021-10-06
481,0.015723156,0.29029116,0.69398564,2021-10-06
482,0.4057677,0.4490573,0.14517495,2021-10-06
483,0.30120194,0.5242995,0.17449853,2021-10-06
484,0.07420796,0.3744716,0.55132043,2021-10-06
485,0.07037504,0.7854817,0.14414333,2021-10-06
486,0.20840819,0.40641883,0.38517302,2021-10-06
487,0.04577904,0.77628636,0.17793453,2021-10-06
488,0.8531477,0.13686591,0.009986413,2021-10-06
489,0.0022383176,0.062471382,0.9352903,2021-10-06
490,0.35695317,0.4912135,0.15183333,2021-10-06
491,0.014532421,0.17359053,0.8118771,2021-10-06
492,0.0043152575,0.3304709,0.66521376,2021-10-06
493,0.0028008583,0.025556728,0.97164243,2021-10-06
494,0.0019286814,0.06982622,0.9282451,2021-10-06
495,0.38793194,0.5765338,0.03553416,2021-10-06
496,0.025565132,0.26713768,0.70729715,2021-10-06
497,0.28410265,0.48122332,0.23467399,2021-10-06
498,0.60998887,0.34539238,0.044618774,2021-10-06
499,0.0012787157,0.021959407,0.9767619,2021-10-06
500,0.03253414,0.6645062,0.30295962,2021-10-06
501,0.0032320635,0.15719345,0.8395745,2021-10-06
502,0.5336911,0.41653642,0.04977247,2021-10-06
503,0.03144788,0.884762,0.08379007,2021-10-06
504,0.04978158,0.7995137,0.1507047,2021-10-06
505,0.5779002,0.3817022,0.040397614,2021-10-06
506,0.23458028,0.6039807,0.16143902,2021-10-06
507,0.026268652,0.9368753,0.036856007,2021-10-06
508,0.057238515,0.8233899,0.119371615,2021-10-06
509,0.40665013,0.5234822,0.06986768,2021-10-06
510,0.0013847583,0.022590026,0.9760252,2021-10-06
511,0.059574373,0.8426005,0.097825035,2021-10-06
512,0.0008457962,0.0068497895,0.9923044,2021-10-06
